Topic1,Topic2,Topic3
0.618422922708884,0.141966536234004,0.239610541057112
0.125312878570197,0.0290774831312331,0.84560963829857
0.964575162764554,0.0118073377184947,0.0236174995169511
0.757435112154675,0.197719183760245,0.04484570408508
0.86434930740166,0.11414729238875,0.0215034002095901
0.174605278915228,0.104167392734909,0.721227328349863
0.137593968833387,0.15860722334796,0.703798807818654
0.138944790191364,0.111137047651567,0.749918162157069
0.265672041602746,0.416472228886985,0.317855729510269
0.275768493791747,0.215261692818529,0.508969813389724
0.620925399739841,0.0266840039129624,0.352390596347197
0.376211146929821,0.132065124164639,0.491723728905541
0.818879890716294,0.0709181123278687,0.110201996955838
0.772432299759179,0.0214685301368621,0.206099170103959
0.419332474079971,0.039675242219916,0.540992283700113
0.891306109739491,0.0611495518646113,0.0475443383958983
0.499187162992877,0.0187099607655963,0.482102876241526
0.774023934082018,0.0242970279277614,0.20167903799022
0.732375996027199,0.103950955415811,0.163673048556989
0.858613899944331,0.0124471663089645,0.128938933746704
0.16690206693332,0.0970110682891482,0.736086864777532
0.503495906744322,0.0184603424469149,0.478043750808763
0.914339544854216,0.0487356018632378,0.0369248532825464
0.268869160176462,0.144000798464611,0.587130041358927
0.913542759187262,0.0299530714377747,0.0565041693749635
0.873386163991081,0.0344148505073955,0.0921989855015235
0.887224316307724,0.0549290235288681,0.0578466601634079
0.285929982062775,0.0296090611887645,0.68446095674846
0.798664151235194,0.0609478719281138,0.140387976836692
0.366404871912175,0.053115813866627,0.580479314221198
0.222879978480007,0.0737338943903069,0.703386127129686
0.17733011704799,0.0409697535493637,0.781700129402646
0.310415620675618,0.0441046946492083,0.645479684675174
0.385126794348992,0.0493256534493861,0.565547552201622
0.883622395865498,0.0408842756100515,0.0754933285244502
0.632530712628891,0.0367074451366324,0.330761842234477
0.659920961085786,0.146197057563335,0.193881981350879
0.399803917033582,0.0655305991361491,0.534665483830269
0.715126499525214,0.0311134342156368,0.25376006625915
0.184755811156273,0.0313392828975314,0.783904905946196
0.955945431490555,0.0136228189236886,0.0304317495857562
0.954024819168023,0.0191936974426723,0.0267814833893046
0.441057462209832,0.0327724033988779,0.526170134391291
0.671185243297844,0.0778459965730733,0.250968760129082
0.4733965646131,0.0227209428019963,0.503882492584904
0.213759999292096,0.0249321611700385,0.761307839537866
0.266054502613719,0.0193777952853033,0.714567702100977
0.0333903245546729,0.0185401938130244,0.948069481632303
0.205539488544064,0.0242674855984285,0.770193025857508
0.446908908644641,0.0276593089715359,0.525431782383824
0.637827119406465,0.0301230156532173,0.332049864940317
0.841580649221395,0.0322249245338964,0.126194426244709
0.0348505331798977,0.0110066861863848,0.954142780633718
0.0410771011264433,0.017182591565501,0.941740307308056
0.0307612927814929,0.0197725904513941,0.949466116767113
0.117593970526437,0.0263296707287819,0.856076358744781
0.264657031391476,0.108617979745062,0.626724988863461
0.948048550742874,0.0239969175749462,0.0279545316821802
0.744171374458864,0.0263126020449637,0.229516023496172
0.934147539744042,0.0141722679250149,0.0516801923309431
0.973291118020466,0.00990340279084191,0.0168054791886917
0.95909566268607,0.0163224816885086,0.024581855625421
0.140293693735687,0.0328603985493533,0.826845907714959
0.0629510697338327,0.0155437728273274,0.92150515743884
